제목,가사,가수,발매일,좋아요수,장르
요즘 (Feat. Donutman),"요즘 어때 난 잘 지내
너무 바빠서 그냥 정신이 없네
너는 어때 오 잘 지내
혹시 이런 질문 자체가 클리셰
Meeting alright 작업
alright dating alright
꿈꾸기 alright
alright alright alright
alright alright alright
미국에서 돌아와 바빠 계속
연락해줘 나도 보고 싶었어
yucca 형도 아직 못 봤지 벌써
1주일쯤 지났는데 역사 새로 썼어
콰이엇형이랑 감자탕
먹고 나서는 벤틀리 탔당
조던 두 개 받고
기분은 fly so high
다시 말해 요즘 난 참 좋아
난 믿어 너가 뭘 하든 그러니까 넌
너도 너를 믿음 되지
다른 거는 재껴둬
기분 좋냐는 판다곰의 질문에
나는 당연하다는 듯
가사 쓰며 끄덕여
넌 고갤 끄덕여
그래 내가 맞았어
I know 근데 우린 안 늦었어
넌 고갤 끄덕여
그래 내가 맞았어
I know 근데 우린 안 늦었어
요즘 어때 난 잘 지내
너무 바빠서 그냥 정신이 없네
너는 어때 오 잘 지내
혹시 이런 질문 자체가 클리셰
Meeting alright 작업
alright dating alright
꿈꾸기 alright
alright alright alright
alright alright alright
나도 잘 지낸단다
baby how u doin
돈도 벌고 맛있는 것도
많이 먹고 있어
니가 준 영감을 팔아대서 미안해
가진 게 그것밖에 없는데 어떡해
understand me
요즘 보는 여잔 전부 냄비
텅텅 비어있어도
I kinda like it
aye aye 밑빠진 독에 물을 붓지
fill her up
목구멍에 가득 찰 때까지
and she sayin’
I can’t get enough
더 자극적인 맛을 원해
치즈 뿌린 불닭 볶음면
같은 걸로 끓여줘
아니면 아무것도 느껴지지가 않아
fuck me numb yeah
속이 쓰려
난 필요해 medicine
아니면 니가 끓여주던 흰색 쌀죽
하지만 돌아갈 수 없단 걸 아는 나는
가사에다가 말하지 나는 괜찮다구
I’m alright
I’m alright
I’m alright
I’m alright",릴러말즈 (Leellamarz),2018.09.21,"5,202",랩/힙합
Balance (Prod. By CODE KUNST),"비슷하게 살아가자 왜
got that B보다는 좋지 A
미숙하게 살아봐야 돼
야 거진 22년 뭐만 하면
뭐든 맞다 아님 땡이지
How take it easy
야 계산은 컴퓨터가 해
근데 여기 대다순
매일이 daily competition
다른 게 더 필요해 포기는 빡세니까
밸런스 맞춰 Jealous 당연
야 근데 뭐 지면 어때 이제부터 반전
생각보다 모두 관심 무이지
Then 바뀌지 비교 대상 나지
비수가 꽂혀 너넨 비교가 먼저
홀드 키 꾹 눌러 현실에 focus
너무 뜬구름 잡는 소리
What can I do for myself
뻔한 거는 됐어
Live your life 쭉 계속
내 방식대로 Balance
내 방식대로 Balance
내 방식대로 Balance
내 방식대로 Balance
따라가야 당연한 듯이 따라가 봤자
They got nothing on you
문제를 낸 사람이 정답도 알고 있지
So what u gon do
하고 싶은 게 없다는 게 말이 돼
차라리 하기 두렵다고 말을 해
그 핑계 하나만 없어도
우린 안될 것 없이 모든 것이 가능해
좌우 앞뒤 전부 둘러봐도
지구는 내 두 발을 축으로 돌아가고
눈 돌릴 필요 없이
난 내 방식대로 걷지
저절로 맞춰지는 Balance
적당한 거 말고 New Balance
성공이 반전이라면 끝까지 봐
예고대로 흘러간 적 없으니까
내 방식대로 Balance
내 방식대로 Balance
내 방식대로 Balance
내 방식대로 Balance
야 배가 아픈 이윤
배가 아파서가 아냐
배가 불러 보인 거지
사실 니가 눈 돌릴수록
거울만 쳐다봤던
내가 더 앞서가지 멀리
시건방 떠는 태도 보단
나 포함 더 앞을 지켜봐
잣대는 내게 둬 더 높이
터널이 앞이라도 빛을 봤으니까
달려가던 나에게는 두려움이 없지
근데 두려움이 없을 리가
uhm so what
뭘 하든 똑같다면 긴말은 입 아퍼
그냥 내 거 하는 거지
what's your priority
이건 아까 말했지
그냥 live your life
그래 정해진 건 없고
원하는 게 여러 갈래라면
손가락을 피면 돼
누구처럼 누구같이 말고
거울 앞에 나처럼
내가 움직이는 대로 움직이면 돼
내 방식대로 Balance
내 방식대로 Balance
내 방식대로 Balance
내 방식대로 Balance",로꼬,2018.10.14,"21,809",랩/힙합
Minus X,"내가 정신을 못 차릴 거 같아 24
네가 조심히 내게 물어봤던 trendy code
i don't know 너 하나 빼기 X
i don't know 너 하나 빼기 X
내가 정신을 못 차릴 거 같아 24
네가 조심히 내게 물어봤던 trendy code
i don't know 너 하나 빼기 X
i don't know 너 하나 빼기 X
너 하나 빼기 X 너에 대한 수십 개
단어 중 하나 너를 제일 잘 표현하는 무지개
plz ye oh my god 내 품에 기대
넌 눈 풀린 채 더 가까이
다시 말해 너를 원해
지금 네가 없는 곳에 남는 건 X
둘만의 공간에서 question
준비됐다면 Movie Shoot Action
네 허리를 감싸도 될까
내 머리는 너 땜에 nod out
정신없이 흔적을 남기고
다시 또 쉼 없이 놀다가 black out
beautiful lady now shape of you
지금도 넌 너무 fancy oh alaways with you
입 맞춰줄래 내가 옆에 있어
꽉 잡아도 돼
내가 정신을 못 차릴 거 같아 24
네가 조심히 내게 물어봤던 trendy code
i don't know 너 하나 빼기 X
i don't know 너 하나 빼기 X
내가 정신을 못 차릴 거 같아 24
네가 조심히 내게 물어봤던 trendy code
i don't know 너 하나 빼기 X
i don't know 너 하나 빼기 X
생각도 못 한 때 성사된 만남
불안해 하지마 둘뿐이잖아
어둡던 방안에 껴있던 안개는 걷혔고
이제 네 향기가 남아
눈이 Spanish oh ye
booming credit oh ye
특별히 뭐가 있지도 않던 내 분위기에
한겨울에 봄 향기를 맡게 한 사람이 너고
난 향기에 취해서 말이야
눈 내리는 지금도 니가 있기에
꽃내음이 코를 스쳐 간단 말이야
네 연락 한 통에 난 wake up
야 넌 안 한 게 더 이뻐 make up
umm umm 넌 내 맘 안에서 burn
들켜버린 내 맘 지금 i need your love
언제든지 나갈 준비된 날 불러
입 맞춰줄래 내가 옆에 있어
꽉 잡아도 돼
내가 정신을 못 차릴 거 같아 24
네가 조심히 내게 물어봤던 trendy code
i don't know 너 하나 빼기 X
i don't know 너 하나 빼기 X
내가 정신을 못 차릴 거 같아 24
네가 조심히 내게 물어봤던 trendy code
i don't know 너 하나 빼기 X
i don't know 너 하나 빼기 X",104 (백사),2022.07.04,"1,246","랩/힙합, 인디음악"
Tonight (Feat. 샛별),"유난히 느리게 흘러가는 밤
이제 우리 그만 헤어지자는 말
오늘 밤은 너에게 꼭 말해야 해
여태 겁이 나서 미뤄왔던 그 말
이미 너는 나의 마음을 아는 듯
하지만 아무렇지 않은 듯
가만히 바라보고 있어
여전히 해맑게 웃고 있어
오늘은 뭐하다가 왔는지
점심은 어떤걸 먹었는지
어둡고 티가 나는 내 표정에도
팔짱을 끼며 안부를 묻지
점점 어려워지는 이 한마디
넌 왜 이렇게 바보 같은지 yeah
괴로운 시간 속에서
아무 말도 못한채 서있어
tonight
이 밤이 지나가면
너와 나는 다신 못 봐
차갑게 변해버린 가슴만을 탓해
good bye 지워내
눈이 부셨던 그 모든 날들
tonight oh
우리 서로 정말 행복했잖아
둘도 없는 운명이라 했잖아
대체 어디서부터 꼬였던건지
웃고 있어도 가슴이 아파
너의 눈에 모든게 다 써있어
말하지 않아도 알 수 있어
이젠 다 끝났다는 걸
예전의 우리는 없다는 걸
변하지 않겠다는 약속도
달콤했던 그 모든 말들도
식어버린 네 감정 앞에 서면
힘을 잃어 아무 소용이 없어
너는 나없이도 괜찮은건지
억울해 소리치고 싶었지만
그저 네 말을 기다려 난
tonight
이 밤이 지나가면
너와 나는 다신 못 봐
차갑게 변해버린 가슴만을 탓해
good bye 지워내
눈이 부셨던 그 모든 날들
tonight oh
love is my love is
my love is gone gone
love is my love is
my love is gone gone
love is my love is
my love is gone gone
love is my love is
my love is gone gone
tonight
이 밤이 지나가면
너와 나는 다신 못 봐
차갑게 변해버린 가슴만을 탓해
good bye 지워내
눈이 부셨던 그 모든 날들
tonight oh",크루셜스타 (CRUCiAL STAR),2011.01.27,"19,808",랩/힙합
Be a pro,"Yo 편하게
돈 번다고 하는 쟤들 말 다 구라
지폐에 묻은 콧물 안 닦고 받아
끈적이는 주머니
거기 있던 손하고는 이제는 난 악수 안 해
Can’t fuck with it
차라리 혼자 하지 카마수트라
그 액수가 얼마가 됐든 간에
제대로 안 할 거면
백수가 되는 게 나아
개폼 잡으면서 감춰봤자
다 보여 개털인 걸
쪽팔린 걸 이해 못 하는 건
아니긴 한데 너흰 땡처리도
안되는 퀄리티의 상품이
작품이라 착각해
그래 후진 게 감성으로
받아들여질 때 바짝 해
수준 미달의 허슬러들 악성재고와 함께
관짝행 한 치 앞에 있는 끝을 향해 갈 때
난 벌써 무덤에서 부활했어
내가 써 내려갈
성서에 첫 문장의 시작
Non beilivers u dumbass fuck
말했냐 안 했냐 물어볼게 한번 다시
진짜를 세 글자로 바꾼다면 그건 던말릭
I'm not ur bro im just a pro
너네와는 달리
시간 녹여서 가치로 바꿔
Salvador Dali
I'm not ur bro im just a pro
액수 불러 빨리
너가 이쁜 여자가 아니면
더 이상은 더듬지는 말길
당연한 걸 말해도 온라인엔 화난 찐따들
넘 어려워 와꾸 뭉개진 선비들의 힙합은
Thank’s god for That aint ma life
쟤네 입맛 싸그리 다 싸구려 내게 있어
최대의 발 자취는 어제
내가 닿지 못한 오늘 다른 래퍼가 아냐
근데 얘네 수준 내 기준에선 래퍼가 아냐
자칭 예술가 직장인들 보다 음악 안 해
게을러빠져 갖고 핑계들 다 같애
누가 같이 하고 싶겠어
Yo 아마추어 박자 맞춰
야 말만 들었을 땐
Platinum은 팔아치워 That’s a cap
Mlb 매장 보다 많아 너희 주둥이에
U’r not even ball player 관중일 뿐인데
I'm not ur bro im just a pro
너네와는 달리
시간 녹여서 가치로 바꿔
Salvador Dali
I'm not ur bro im just a pro
액수 불러 빨리
너가 이쁜 여자가 아니면
더 이상은 더듬지는 말길
상한가 쳐 자 단가 맞춰 간단한 법칙
안타까워 내 간단한 옷도
부담 못하는 Budget
근데 그거마저도 다
날로 먹으려는 병신들의 Flex
그건 이제 내게 모욕적이네
But 말 아껴 어차피 Life is marathone
내 방한 켠을 더 구할 수 있는 청사진
방 한 칸에 수북이 쌓여있어
거기에 대충이란 말은 없어
짧은 목표 매일 새로 세팅하고 다음 걸 써",던말릭 (DON MALIK),2021.10.19,"2,536",랩/힙합
WTF (Went Too Far),"So baby I'ma went too
So baby I'ma went too
So baby I'ma went too
Baby I'ma went too far
No doubt I
Baby I'ma went too far
No doubt I knew
Baby I'ma went too far
I can't see
what I've been through
So baby I'ma went too far
No doubt I knew
자기 전 난 기억이 나
꿈만 같았던 Vegas 야경과
시간이 오면 나른 거리는 몸
일으켜서 내딛었던 두 다리와
바닥에 깔린 Dom Perignon
마시지 않아도 그 맛을 알아
내 두 눈에 담긴 배경이
지금 이 곡에 준 멜로디
Baby I'ma went too far
No doubt I
Baby I'ma went too far
No doubt I knew
Baby I'ma went too far
I can't see
what I've been through
So baby I'ma went too far
No doubt I knew
난 내가 느낀
이 모든 것들을 전해주고 파
천국이 있다면
당장 가기엔 너무 높아
스무 살이 된 후로부터
We won't stop
잊지마 걔네는
숲 속 나무 하나밖에 못 봐
사진으로 남겨 완전
Visual Gangster
이젠 63빌딩까지
야자수로 보여 막
도심 안에 풀빌라
그 위 자쿠지까지 넘나들지
날씨까지 Very Hot
This might have been
something ya already know
여권이 없어도
이 느낌을 알어
내 포니가 내는 배기음이
밤을 깨우고
이 도시는 잠들지 않아
지금 이 꿈을
현실이라 믿어도 돼
맘 가는 대로 해
눈을 떴을 때는
일상이 돼 Over and Over
Over and Over
Over and Over
Man I gotta go now
Man I gotta go now
분위기가 다운되거나
할 필요는 없잖아
이렇게 좋은 날
Man I gotta go now
Damn I gotta go now
Man I gotta go now
다시 돌아 올 거야
이 시간이 지나가도
Baby I'ma went too far
No doubt I
Baby I'ma went too far
No doubt I knew
Baby I'ma went too far
I can't see
what I've been through
So baby I'ma went too far
No doubt I knew
So baby I'ma went too far
So baby I'ma went too far
So baby I'ma went too far
So baby I'ma went too",페노메코 (PENOMECO),2017.03.01,"15,749",랩/힙합
법인사업자 Freestyle,"I'm a boss 난 법인사업자
Money be chasin me Water dancin
If i want it then I cop it
내 Flow는 인간이 못 베껴
없는 내 카피캣
Kawasaki처럼 I vroom
머릿속은 세속 땜에 어둠
오데마 피게 내 손목에 룬
신사임당 손녀를 꼬시는 중
집현전에서 I'm flexin
세종을 뵙지 내 Rap에 추시지 춤
돈을 색출 돈을 색출
잘난 척을 녹음해서 수출
What you know bout it
wait hol'up
I don't fuck with lame uh
Yng & Rich We came up
건달처럼 Gang up
국힙 전체가 우리 자작극
하이에나
국힙 전체가 우리 자작극
하이에나
Umm 훅은 없어 I'm straight up
Umm 스물여섯 Young anna
Umm 뭔 말이 많아 돈 내놔
Umm umm umm umm
Umm 난 나쁜 버전의 Takeone
Umm 내 머리엔 흑색이념
Umm 내 돈의 영원을 빌어
Umm umm umm umm umm
Umm umm umm umm umm
Umm umm umm umm umm
Umm umm umm umm
나는 죄책감을 못 느껴
소심한 너네는 집에서 흐느껴 What
너네는 우리를 못 웃겨
우리는 돈 얘기 아니면 안 웃어 Huh
난 진짜 아무도 안 무서워
왜냐면 조직이 내 뒤를 봐줘서 Yeah
우리는 진짜로 전문적
돈 버는 거에 있어서는 전문적 Umm
아무도 믿지 마 남 똥꼬 빨지 마
쪽팔린 짓 절대 하지 마 Umm
진짜로 너네가 스스로 최고라
생각을 해야 돼 어딜 가든
만약 내가 미팅 하러 갈 땐
거만히 행동해 누가 됐든
그래서 말실수 몇 번 좀 했지만
괜찮아 결과는 결국 이득
내 인생 진짜로 Scarface
내 책상 위에는 Bands on bands
Call me Montana but baby face
니네 돈 나는 꼭 뺏어내
성공을 위해서 걸었어 Risk
넌 절대 못하지 겁쟁이
너는 날 위해서 Every week
일하다 결국엔 허리 Disk",수퍼비 (SUPERBEE),2019.04.03,"10,061",랩/힙합
CASABLANCA (Prod. Color),"nothin’ gonna change
my love for baby
why u wanna leave me i can’t wait
i ain’t got no questions
let me tell your something
그냥 너와 같이 있으면
nothin’ gonna change
my love for baby
why u wanna leave me i can’t wait
i ain’t got no questions
let me tell your something
그냥 너와 같이 있으면
shall we fuckin’ slow dance
i wanna more days
주말에는 뭐해
널 만날 건데
너와 같이 걷고
널 안을 건데
겨울 같은 너의 맘에 평생 살래
힘들었던 너의 하루가 지나
난 너에게로 갈 때
마음이 아파 너와 마주칠 때면
아무렇지 않게 웃게 돼
so 나를 믿어주는 너에게
이제 믿음이 될게 all day
새벽이 넘어가도 옆에
내 팔이 저려와도 어때
되어 줄게 너의 sunday
되어 줄게 너의 집이
걱정하지마 난 영원할게 너에게
nothin’ gonna change
my love for baby
why u wanna leave me i can’t wait
i ain’t got no questions
let me tell your something
그냥 너와 같이 있으면
nothin’ gonna change
my love for baby
why u wanna leave me i can’t wait
i ain’t got no questions
let me tell your something
그냥 너와 같이 있으면
우리 시간이 꽤 많이 흘러서
너의 모습이 바뀌어도 love u baby
나의 시간이 꽤 많이 흘러서
노래를 못해도 넌 옆에 기대줘 oh 넌
너는 나의 태양 하루 종일
너의 주변을 지키는 별이 되어줄게
가까워짐 타버릴 걸 알아 하지만
그래도 나의 마음을 녹여줄래
우린 서롤 비추며 같은 곳을 바라봐
미래에도 너에게로 갈게
사랑해 이 말을 못 해서 아름다워
그 말에 다음 말이 되어줄래
nothin’ gonna change
my love for baby
why u wanna leave me i can’t wait
i ain’t got no questions
let me tell your something
그냥 너와 같이 있으면
nothin’ gonna change
my love for baby
why u wanna leave me i can’t wait
i ain’t got no questions
let me tell your something
그냥 너와 같이 있으면
plz",LEON (딥상어),2020.12.28,"3,999","랩/힙합, 인디음악"
"Gospel (feat. Chin, Gist)","Yeah I go
I'll never fall
설령 넘어져도
내 무릎팍은
Diamond
이제 다 다랐어 문턱에
단 한순간도
안 놓았기에
난 나의 믿음
놓치는 순간
삶에서 삐끗
어두운 앞 길
무지에서 오는 공포
무언 갈 난 믿어야 했다고
자본주의 에서의 성공
Yeah Don't slo mo
말 고 난 no way
진지해져가 내 톤
안 숙이지 no more
난 나를 믿어 ma BRO
더는 안 숙이지 no more
유지해야돼 이 속도
내성이 쌓여
요즘은 잘 느끼지도 못해 고통
하나님 내가 어려서부터 했었던 말을
혹시 아직도 기억해
이 x같은 현실에 벗어난다면
떨어져도 된다고 지옥에
이랬던 내 요즘은 비옥해
다 겪은 내 냄새는 지독해
뭘 겪었는지는 또 비공개
수위와 내 가족의 지금을 위해
이건 지금을 즐기는 걸 의미해
어차피 미래는 또 희미해
넘어지지 않는 삶 시시해
난 더 달려야겠어 더 지치게
내 목소리를 들어보면
다 알꺼야 내 오기
다 꺾일 때 난 살아 남았어
절대 모르는 포기
내 눈을 들어다보면
다 알꺼야 내 패기
다 못 갈 때 난 왔어
지금 높은 곳 여기
Yeah I go
I'll never fall
설령 넘어져도
내 무릎팍은
Diamond
이제 다 다랐어 문턱에
단 한순간도
안 놓았기에
난 나의 믿음
놓치는 순간
삶에서 삐끗
어두운 앞 길
무지에서 오는 공포
무언 갈 난 믿어야 했다고
자본주의 에서의 성공
Yeah Don't slo mo
말 고 난 no way
진지해져가 내 톤
안 숙이지 no more
난 나를 믿어 ma BRO
내 손으로 적어놓은 promise
다 지켜야만해 그 날이
올때까지 I go
무너질 수는 없어
표정 구길 수는 없어 나
모든건 나한테
안돼 이건 나 밖에
삐뚤어졌던 만큼
굳건해져야해
어두운 면만 보며 자랐어
고개를 들어본 후 알았어
절대 난 멈출 수는 없어
Yeah I go
I'll never fall
설령 넘어져도
내 무릎팍은
Diamond
이제 다 다랐어 문턱에
단 한순간도
안 놓았기에
난 나의 믿음
놓치는 순간
삶에서 삐끗
어두운 앞 길
무지에서 오는 공포
무언 갈 난 믿어야 했다고
자본주의 에서의 성공
Yeah Don't slo mo
말 고 난 no way
진지해져가 내 톤
안 숙이지 no more
난 나를 믿어 ma BRO",Blase (블라세),2022.06.19,"1,834",랩/힙합
Because of U,"오늘도 네 옆을 찾아가
나 말을 걸잖아 넌 딴 델 보잖아
넌 괜히 애꿎은 시계만
계속 바라보잖아
그런 널 가만 둘 수 없잖아
그런 너의 손을 잡고서
파란 하늘 보여주고 싶어
같이 걷고 싶어
내가 너를 좋아한다는 걸
모두에게 알려주고 싶어
그러고 싶어
Because of you
너 땜에 내가 살아 나 좀 알아봐
나 좀 바라봐
내겐 너로
모든 이유가 해결돼 날 알잖아
한번만 나를 봐
어딜 가도 이렇게 또 너만 보잖아
근데 넌 딴 델 보잖아
아무 말도 네 앞에선
내게 안 들리잖아
All I want is you
그런 너의 손을 잡고서
파란 하늘 보여주고 싶어
같이 걷고 싶어
내가 너를 좋아한다는 걸
모두에게 알려주고 싶어
그러고 싶어
Because of you
너 땜에 내가 살아 나 좀 알아봐
나 좀 바라봐
내겐 너로
모든 이유가 해결돼 날 알잖아
한번만 나를 봐
왜냐면이라고 묻는다면은
왜냐면 너의 긴 생머리
동생아 왜냐면 다시 물어본다면은
왜냐면 너의 개미허리
행님아 왜냐면 내가 물어본다면은
왜냐면 날 닮은 꿀 피부
왜냐면 단지 그 이유 때문
왜냐면 it's just because of you
그런 너의 손을 잡고서
파란 하늘 보여주고 싶어
같이 걷고 싶어
내가 너를 좋아한다는 걸
모두에게 알려주고 싶어
그러고 싶어
Because of
Because of you
너 땜에 내가 살아 나 좀 알아봐
나 좀 바라봐
내겐 너로
모든 이유가 해결돼 날 알잖아
한번만 나를 봐
It's all for u
내 모든 건 널 향해 돌아 가잖아
너도 알잖아
내겐 너로
모든 문제가 해결돼 날 알잖아
한번 날 안아봐",몬스타엑스,2016.05.18,"14,370",랩/힙합
"북 Remix (Feat. 슈퍼비, 던밀스, 우디고차일드)","Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
Chyeah Rap legendary
다음 step으로 Lv up
무얼 갖다 놔도
yeah I’m better
벼락부자 애들 강남 이태원
코쿤까지 가자야 chyeah
덩 기덕 쿵 북 치기 박치기
shit no 후니훈
96년도 강원래와 구준엽처럼
북 치면 소린 '쿵'
따리 샤바라 빠빠빠 chyeah
무지개 머리
I’m saucin' chyeah
네 연봉은 면봉 여기는 서울시
그래서 flexin은 안 할 수 없지
안 그럼 당해 무시 chyeah
억 단위를 몸에다 부어버려
북 remix I'm bout to blow
about to kill
So many motherfuckers
wanna down me
허나 안돼서
빡이 침 chyeah
WOO 내 1집은 얘네들
야망을 전설로
수정해줬지
original gimchi는
내 재능을 미워한 애들의
공분도 샀지 chyeah
일반인 싸움에 천재가 껴서
밸런스가 좆됐지 WOO
넌 안 부러운 척하고
내가 떨군 500원 줍는 코미디언
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
Asian drums 한국 북
play that shit
풍물부 때 낙원 상가 130에
peace drum set bought that
내 인생 가사에 넣지
내 건강검진 결과는
갑상선 혹이 3센치 검사해 조직
아무 일도 없지 아마 아마도
궂은일에도 하지 않지 난 아랑곳
내가 향하는 곳은
오직 하나의 곳이지만
그곳을 가는 법은 다각도
비상 Elevator 타지
음 비싼 것에도 관심 음
버는 만큼 써야 적게
뜯기니까 즐겨야지
적당히 From the six
That’s the place where don mills
mills was made 충청도
That’s the state where
황동현 was made now
I’m reppin’ vmc 24
Gang gang can’t fuck with us
난 fresh as 고등래퍼’s
부와 명예 다 챙겨
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
결국 우린 찢어발겨
버렸지 북 가죽을
너네들이 계속 짖어도
당겨버렸어 두둑이도
한몫 챙긴 사물 놀이패는
돌아와 풍물놀이로
저잣거리로 나서
쩐을 쓸어 담는 중
내놔봐라 네놈 수중의 쩐을
많아 봤자 네놈 수준인 것을
에라 그냥 듣고 꺼져 저자서
뜯은 애들 코 묻은 돈뿐일걸
We hit the 북 hit 치는 중
이 기분의 위치는 구름
이 비트 개 미치는 군
좀 더 미치게
슬로야 그거 틀어봐
동방예의지국
We made new sound
동방예의지국
We got new fire
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
Asian drum ya
They call it 북 ya
We hit the 북
sounds like 쿵
Make that boom ya
Bonnie and Clyde ya
짝짜꿍 Umm
We hit the 북
sounds like 쿵
Make it new ya
We hit the 북
We hit the 북
We hit the 북
We hit the 북
We hit the 북
We hit the 북
We hit the 북
We hit the 북
We hit the 북
sounds like 쿵
Make that boom ya",김농밀,2018.07.21,"13,894",랩/힙합
